_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
2116,602,"Dg Bank, Frankfurt",Langlands & Bell,1990,"Painted wood construction, 90 x 90 x 15.3 cm, Saatchi Collection, London.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2117,763,Markierung Und Etikettierung,Thomas Locher,1989,"(Marking and Labelling) wooden furniture Chair: 75 x 41.5 x 41.3 cm., table: 74 x 123 x 88 cm., bed: 35 x 183 x 85 cm., bedside table: 55.6 x 50 x 38 cm., chest of drawers:95.2 x 106.7 x 105.8 cm., wardrobe: 182.7 x 38.2 x 38.9 cm., cupboard: 182.7 x 207.2 x 59.5 cm. Courtesy Klemens Gasser & Tanya Grunert GmbH",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2118,764,Response,Tessa Robins,1994,"plywood and wax 38 x 21 x 22 cm, Collection: The Artist Courtesy Laure Genillard Gallery",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2119,764,Untitled Nr. 92-2,Tessa Robins,1991,"MDF, birch ply., macassar ebony verneer, 35 x 23 x 10 cm Collection: The Artist Courtesy Laure Genillard Gallery.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2120,764,Untitled Nr. 91-13,Tessa Robins,1991,"MDF, birch ply, macassar, ebony 31 x 16 x 14 cm, Collection: The Artist Courtesy Laure Genillard Gallery.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2121,765,Correspondence,Lee Ufan,1994,"oil on canvas 163 x 130 cm, Courtesy Lisson Gallery, London.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2122,765,Correspondence,Lee Ufan,1995,"oil on canvas 163 x 130 cm, Courtesy Lisson Gallery, London.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2123,766,Literarisches Modell Iv,Peter WŸthrich,1993,"(Literary Model IV) books, 60 x 100 x 100 cm, Courtesy The Artist/Todd Gallery/Galerie Jule Kewenig.",1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2124,766,Verschiedene Horizonte,Peter WŸthrich,1994,(Different Horizons) books 215 x 189.5 cm Courtesy The Artist/Todd Gallery/Galerie Jule Kewenig.,1996_11_SMALL_TRUTHS,Small Truths: Repetition and the Obsessional in Contemporary Art
2077,751,No. 461,Roni Horn,1993,"A sculpture from the series, When Dickinson Shut Her Eyes (1993). A site dependant sculpture",1996_9_ELSEWHERE,Elsewhere
2078,751,To Place,Roni Horn,1990-1996,Seven limited edition books.,1996_9_ELSEWHERE,Elsewhere
2079,752,A Bridge Above The Precipice In The High Mountain,Alexander Brodsky & Ilya Utkin,1987-1990,,1996_9_ELSEWHERE,Elsewhere
2080,752,"The Twelfth Street Pedestrian Bridge, City Of Tacoma",Alexander Brodsky & Ilya Utkin,1991,,1996_9_ELSEWHERE,Elsewhere
2081,752,Columbarium Habitabile,Alexander Brodsky & Ilya Utkin,1989-1990,,1996_9_ELSEWHERE,Elsewhere
2082,753,Songs Of The Pluriverse,Peter Weibel,1986-1988,,1996_9_ELSEWHERE,Elsewhere
2083,754,Orbanist Manifesto,Luc Deleu,1980,,1996_9_ELSEWHERE,Elsewhere
2084,0,The Unadapted City (Work In Progress),Luc Deleu and TOP,1995-,,1996_9_ELSEWHERE,Elsewhere
2085,0,"Usiebenpole, The Unsuited City",Luc Deleu and TOP,1994-1995,,1996_9_ELSEWHERE,Elsewhere
2086,755,Ecstacity,Nigel Coates,1992,,1996_9_ELSEWHERE,Elsewhere
2067,741,Unknown,GŽrard Castello Lopes ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2068,742,Unknown,Paulo Nozolino ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2069,743,Unknown,Luisa Ferreira,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2070,744,Unknown,Clara Azevedo ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2071,745,Unknown,Lucia Vasconcelos ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2072,746,Unknown,Mariano Piarra,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2073,0,Unknown,Carlos Guarita ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2074,748,Unknown,Margarida Dias ,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2075,749,Unknown,Pedro Baptista,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2076,750,Unknown,Henrique Seruca,n.d.,Photograph(s),1996_7_REFLECTIONS_ON,Portugese Photography
2045,734,Together,Robyn Denny,1969,,1996_6_REALLY_OUT,Really Out of Order
2046,243,Permanent Wave,Jane Harris,1992-1995,,1996_6_REALLY_OUT,Really Out of Order
2047,243,Puff Puff,Jane Harris,n.d.,,1996_6_REALLY_OUT,Really Out of Order
2048,243,Rouche Rouge,Jane Harris,1995-1996,,1996_6_REALLY_OUT,Really Out of Order
2049,172,Lounge Lizard,Gerard Hemsworth,1995,,1996_6_REALLY_OUT,Really Out of Order
2050,172,Sidewinder,Gerard Hemsworth,1995,,1996_6_REALLY_OUT,Really Out of Order
2051,455,Typical Day,Richard Kirwan,1996,,1996_6_REALLY_OUT,Really Out of Order
2052,455,Common Knowledge,Richard Kirwan,1996,,1996_6_REALLY_OUT,Really Out of Order
2053,735,Chance And Order 13,Kenneth Martin,1973,(on loan from the British Council Collection),1996_6_REALLY_OUT,Really Out of Order
2054,736,Union Jack (1),Neil Misrahi,1996,,1996_6_REALLY_OUT,Really Out of Order
2055,736,Union Jack (2),Neil Misrahi,1996,,1996_6_REALLY_OUT,Really Out of Order
2056,736,Union Jack (Orange),Neil Misrahi,1996,,1996_6_REALLY_OUT,Really Out of Order
2057,737,Untitled No.3,Jeremy Moon,1970,"(on loan from the Anthony Reynolds Gallery, London)",1996_6_REALLY_OUT,Really Out of Order
2058,0,Cataract 3,Bridget Riley ,1967,(on loan from the British Council Collection),1996_6_REALLY_OUT,Really Out of Order
2059,0,Orange Blob,Yinka Shonibare ,1995,,1996_6_REALLY_OUT,Really Out of Order
2060,738,Au Lait,Michael Stubbs ,1995,,1996_6_REALLY_OUT,Really Out of Order
2061,738,Gotham City,Michael Stubbs ,n.d.,,1996_6_REALLY_OUT,Really Out of Order
2062,740,Fiesta,Daniel Sturgis ,1996,,1996_6_REALLY_OUT,Really Out of Order
2063,740,Side By Side,Daniel Sturgis ,1996,,1996_6_REALLY_OUT,Really Out of Order
2064,0,Dispersing,Mandy Ure ,1996,,1996_6_REALLY_OUT,Really Out of Order
2065,0,Dissolving,Mandy Ure ,1996,,1996_6_REALLY_OUT,Really Out of Order
2022,724,Children Of North Westminster Community School,Christian Boltanski,1992,"144 photographs on board 30 x 20 each. Courtesy, Lisson Gallery, London",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2023,0,The Hotel #24,Sophie Calle,1981,"diptych with colour photographs and text 204 x 142. Private Collection, courtesy Fred Hoffman Fine Art, Santa Monica",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2024,0,The Blind #17,Sophie Calle,1986,colour photographs and text 150 x 120 x 10. Fonds National d'Art Contemporain,1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2025,726,Carnival Dub,Denzil Forrester,1984,"oil on canvas 305 x 396. Courtesy, the artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2026,726,Domino Hunters,Denzil Forrester,1985,oil on canvas,1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2027,726,B-Side Skank,Denzil Forrester,1994,"oil on canvas 214 x 244. Courtesy, the artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2028,728,The Most Wanted Paintings,Komar and Melamid,1994-ongoing,"A project adapted for the World Wide Web at Dia Center for the Arts, New York",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2029,729,Contour Lines (1),Giuseppe Penone,1989,"Iron, glass, sand, 250 x 250 x 15. The artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2030,729,Contour Lines (2),Giuseppe Penone,1989,"Iron, glass, sand. 250 x 250 x 15. The artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2031,729,Contour Lines (3),Giuseppe Penone,1989,"Iron, glass, sand. 250 x 250 x 15. The artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2032,729,Contour Lines (4),Giuseppe Penone,1989,"Iron, glass, sand. 250 x 250 x 15. The artist.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2033,730,Animal Farm - G7,Tim Rollins and KOS,1989-92,"acrylic and bookpages on linen. 122 x 183 each. Mottahedan Collection, courtesy Mary Boone Gallery, New York.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2034,730,Animal Farm - New World Order,Tim Rollins and KOS,1989-92,"acrylic and bookpages on linen. 122 x 183 each. Mottahedan Collection, courtesy Mary Boone Gallery, New York.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2035,730,"Animal Farm - Big 3, 1989-92",Tim Rollins and KOS,1989-92,"acrylic and bookpages on linen. 122 x 183 each. Mottahedan Collection, courtesy Mary Boone Gallery, New York.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2036,730,Scarlet Letter Iv,Tim Rollins and KOS,1991,"acrylic and book pages on linen 274 x 264cm. Collection Janet de Botton, London.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2037,730,The Frog (After Aristophanes),Tim Rollins and KOS,1995,acrylic and book pages on linen 142 x 193. The artists.,1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2038,579,Five Under Garments And Much More,Yinka Shonibare,1995,"African fabric, rigilene, fishing line, interlining 95 x 130 circumference each. Tailored by Sian Lewis. The artist, commissioned by National Touring Exhibitions and Oldham Art Gallery",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2039,731,Bones And Bows,Gary Simmons,1992,"Paint and charcoal on masonite and oak 122 x 152. Courtesy Galerie Philippe Rizzo, Paris.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2040,731,SwinginÕ,Gary Simmons,1992,"Paint and charcoal on masonite and oak 122 x 152. Courtesy Galerie Philippe Rizzo, Paris.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2041,731,Photo-Installation,Gary Simmons,1993,"Latex on canvas and Polaroids 244 x 244 each. The artist, courtesy Metro Pictures, New York.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2042,0,Dancing In Peckham,Gillian Wearing,1994,Video installation Dimensions variable. Courtesy Interim Art,1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2043,0,My Favourite Track,Gillian Wearing,1994,Compilation video tape (edition of 5) Approx. 90 minutes. Courtesy Interim Art.,1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2044,0,The Regulators' Vision,Gillian Wearing,1995,"Video installation Dimensions variable. Courtesy Interim Art, commissioned by National Touring Exhibitions and Old ham Art Gallery.",1996_4_IMAGINED_COMMUNITIES,Imagined Communities
2007,192,Desert 2,Hannah Collins,1987-1994,silver gelatin print mounted on cotton 200cms x 420cms approx.,1996_2_DESERT,Desert
2008,719,Ruine Inwilste,Knut Maron,1992,mixed media on board. 100 x 127cms,1996_2_DESERT,Desert
2009,719,Valley Of The Kings - West Bank,Knut Maron,1991,"mixed media on board. 102 x 100cms courtesy of Galerie Bouqueret and Lebon, Paris",1996_2_DESERT,Desert
2010,719,Hatshepsut,Knut Maron,1991,"mixed media on board. 102 x 100cms courtesy of Galerie Bouqueret and Lebon, Paris",1996_2_DESERT,Desert
2011,719,Horeb,Knut Maron,1990,"mixed media on board. 103 x 100cms courtesy of Galerie Bouqueret and Lebon, Paris",1996_2_DESERT,Desert
2012,719,Burning Bush,Knut Maron,1990,"mixed media on board. 103 x 100cms courtesy of Galerie Bouqueret and Lebon, Paris",1996_2_DESERT,Desert
2013,719,Antiberg,Knut Maron,1990,"mixed media on board. 103 x 100cms courtesy of Galerie Bouqueret and Lebon, Paris",1996_2_DESERT,Desert
2014,720,Fait,Sophie Ristelhueber,1992,"4 objects 100 x 130cms each photograph on aluminium. courtesy Galerie Arlogos, Nantes",1996_2_DESERT,Desert
2015,378,In The Wind,Michal Rovner,n.d.,45.5 x 65.5 inches unstretched canvas,1996_2_DESERT,Desert
2016,378,Outide,Michal Rovner,1991,"6 works all details the same: 23 x 23 inches, colour photograph",1996_2_DESERT,Desert
2017,721,Night Skys,Thomas Ruff,1992,"4 works all details the same: 260 x 188cms, colour photograph",1996_2_DESERT,Desert
2018,722,"The Desert, Arizona Landscape",Frederick Sommer,1943,2 objects: 43 x 56cms each b/w photograph,1996_2_DESERT,Desert
2019,722,"The Desert, Arizona Landscape",Frederick Sommer,1945,2 objects: 43 x 56cms each b/w photograph (on loan from V&A),1996_2_DESERT,Desert
2020,47,Chott Ei-Djerid,Bill Viola,1979,VHS videotape,1996_2_DESERT,Desert
2021,723,1 Large Scale Piece,Verdi Yahooda,n.d.,unframed -details to be confirmed.,1996_2_DESERT,Desert
2234,0,Il Fiore Delle Mille E Una Notte. Tutte Le Risate,Mario Airo',1995,"tent, sand and CD. Installation.",1995_11_MOBY_DICK,Moby Dick
2235,814,Kurtz,Fiona Banner,1995,Pencil on paper.,1995_11_MOBY_DICK,Moby Dick
2236,844,(Mountain),Massimo Bartolini,1995,"Plastic, water. Installation",1995_11_MOBY_DICK,Moby Dick
2237,845,Ice Rink White (Ros),Vittorio Corsini,1995,"Industrial fan, taffita dress. Installation.",1995_11_MOBY_DICK,Moby Dick
2238,846,On The Line,Stephen Hughes,1995,"Sand, grass, pebbles, plastic pipe. Installation.",1995_11_MOBY_DICK,Moby Dick
2239,847,Hot Hits,Dimitris Kozaris ,1995,"VHS video tape, 3m30s",1995_11_MOBY_DICK,Moby Dick
2240,848,Nature Mort,Alex Landrum,1995,Woodstain text on plywood. Installation.,1995_11_MOBY_DICK,Moby Dick
2241,849,Shadow No.66,Brad Lochore,1995,Oil on canvas.,1995_11_MOBY_DICK,Moby Dick
2242,323,"600 Gallons, 200 Gallons",Louis Nixon,1995,"Fuel storage tanks, concrete, cutting fluid. Installation.",1995_11_MOBY_DICK,Moby Dick
2243,851,Wide Screen,Georgia Vaux,1995,"Perforated PVC, metal frame. Installation",1995_11_MOBY_DICK,Moby Dick
2244,852,Bedroom 112,Vedovamazzei,1995,"Pan, cooking oil, telephone, bible. Installation",1995_11_MOBY_DICK,Moby Dick
5446,844,(Ceiling),Massimo Bartolini,1995,Mechanical shakers. Installation.,1995_11_MOBY_DICK,Moby Dick
5447,852,(Steps),Vedovamazzei,1995,"Stepladder, carrots, dress pins. Installation",1995_11_MOBY_DICK,Moby Dick
2233,841,Crude Thinking / Thick Making,Richard Nonas,1995,"Large site-specific installation, railway sleepers and roofing slates.",1995_9_CRUDE_THINKING,Richard Nonas: Crude Thinking / Thick Making
2204,606,3 Maps,Art & Language,1968-1991,"3 boxed jigsaws, 5.4x24.6x32.6 edition of 100",1995_8_ART_UNLIMITED,Art Unlimited
2205,814,InsideáOut Aviator Glasses,Fiona Banner,1994,"aluminium, mirrored glass,edition of 50",1995_8_ART_UNLIMITED,Art Unlimited
2206,0,The Tie,Sophie Calle,1993,"Pure silk, crepe-de-chines man's tie, 139x8.7, edition of 150.",1995_8_ART_UNLIMITED,Art Unlimited
2207,815,Ac Forniture Sud,Maurizio Cattelan,1991,"cut-out photo, perspex, wood, Whistle, 18x23xl8cm, edition of 15.",1995_8_ART_UNLIMITED,Art Unlimited
2208,357,Work No.78,Martin Creed,1993,"elastoplast, polystyrene, 2.2x6.8x4.9cm (excl.base) unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2209,0,Omnibus FŸr Direkte Demokratie In Deutchland,"Walter Dahn, Felix Droese, Johannes Stuttgen, Christine Butler, Brigitte Krenkers",1990,"toy bus, blue paint, copper, booklet, Bus: 11.8x 27.4x 8.8 cm, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2210,0,Do-It-Yourself,"Jessica Diamond, Sol Le Witt, Lawrence Weiner",1993,"mixed media,30.5x26.7x2.5cm, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2211,823,European Flag,Peter Fend,1992,"cotton, wood,41x 31.5x 6.3 cm, edition of 300.",1995_8_ART_UNLIMITED,Art Unlimited
2212,528,Vital Perfection,Sylvie Fleury,1993,"shoebox, synthetic fur, 9.4x 27.8x 16.9cm, edition of 100.",1995_8_ART_UNLIMITED,Art Unlimited
2213,825,"Mill, Ambulance, Toads",Katharina Fritsch,1990,"Set of 3 single records, 18x18cm edition of 2000.",1995_8_ART_UNLIMITED,Art Unlimited
2214,34,Couverture,Anya Gallaccio,1994,"Chocolate, coconut butter, aluminium can, silkscreen on paper, 20x 17x 17cm, edition of 20.",1995_8_ART_UNLIMITED,Art Unlimited
2215,827,"Gesundheit- Why Not Sneeze, Lucio Fontana",General Idea,1991,"box, postcards, kleenex, Unlimited Edition.",1995_8_ART_UNLIMITED,Art Unlimited
2216,107,One,Dan Graham,1992,"plastic, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2217,828,Relationships,Damien Hirst,1991,"glass, ping-pong ball, instruct1ons, edition of 100.",1995_8_ART_UNLIMITED,Art Unlimited
2218,829,Untitled,Jenny Holzer,1991,"6 rubber stamps, inkpad, box, stamps 2.5x10.2x2.6cm each, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2219,0,Untitled,"Gary Hume, Frankfurter Allgemeine, Le Monde, The Independent, International Herald Tribune",1991,"4 boxes containing 4 newspapers, instructions, edition of 25 each.",1995_8_ART_UNLIMITED,Art Unlimited
2220,831,Two Friends,Ilya Kabakov,1992,"Silkscreened acid-free cardboard box, two plastic flies, paper script 5x 11.5x 14.5cm, edition of 50.",1995_8_ART_UNLIMITED,Art Unlimited
2221,832,Poor Cow,Ali Kayley,1994,"plastic glove, 89.2 x25.1 cm, unlimited edition",1995_8_ART_UNLIMITED,Art Unlimited
2222,833,Untitled,Yves Klein,1991,"blue sponge 5.5x 5.5x 5.5 cm, unlimited edition",1995_8_ART_UNLIMITED,Art Unlimited
2223,834,Le Vin Du Musee,Jannis Kounellis,1986,"wine bottle, 30.1x 7.6cm, edition of 1000",1995_8_ART_UNLIMITED,Art Unlimited
2224,835,Virgin In A Condom,Tania Kovats,1990,"resin statuette, condom, wooden base, 11x 3x 3 cm, edition of 12.",1995_8_ART_UNLIMITED,Art Unlimited
2225,836,Dowel And Wire,Jeff Luke,1994,"dowel, wire, 5x 10.4x 0.9cm, unlimited edition",1995_8_ART_UNLIMITED,Art Unlimited
2226,837,I Want To Live,Adam Mcewen,1993,"suede gloves, 23.9 x 10cm unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2227,838,"Boy, ?, Girl",Hadrian Pigott,1994,"soap, each 3x 8.3x 5.9cm, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2228,170,Mentioning,Georgina Starr,1992,"script, score, tape, edition of 100.",1995_8_ART_UNLIMITED,Art Unlimited
2229,839,Susan Dey's Beauty Tips,Jessica Voorsanger,1994,"dog biscuits, toothpaste, Ex-Lax, polythene bag, edition of 50.",1995_8_ART_UNLIMITED,Art Unlimited
2230,839,David Cassidy's Diet,Jessica Voorsanger,1994,"brown rice, condom, Tetracycline, polythene, edition of 50.",1995_8_ART_UNLIMITED,Art Unlimited
2231,311,Twixt One (&) The Other,Lawrence Weiner,1992,"printed card, metal, unlimited edition.",1995_8_ART_UNLIMITED,Art Unlimited
2232,840,Untitled,Craig Wood,1990,"plexiglass, pvc, water, 30x9x21cm, edition of 10.",1995_8_ART_UNLIMITED,Art Unlimited
2146,0,Design For A Funerary Monument To An Unidentified Man,John Michael Rysbrack,n.d.-18thC,Black pen and ink and grey and sepia wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2147,0,Design For A Funerary Monument To An Unidentified Man,Thomas Scheemakers,n.d.-18thC,"Signed 'Thos: Scheemacckers.' Pencil, grey pen and ink, black, grey and blue wash",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2148,0,"Three Studies Of Figures In Lorenzo Ghiberti's Genesis Panel On The Gates Of Paradise, Stjohn's Baptistery, Florence",Thomas Banks,1803,(four pages from the sculptor's 1803 London sketchbook) Signed and dated '1803 TB' (recto and verso) Black pen and ink,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2149,0,Study Of A Nude Male Model Seated,Sir William Hamo Thornycroft,1873,Black chalk,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2150,0,Study Of The Statue Of Victory,James Sherwood Westmacott,1847,Pencil,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2151,0,"Study Of The Colossal Antique Statue Of The So Called Farnese Flora In The Museo Degli Studi, Naples",John Francis,1824,Pencil,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2152,0,"Study Of The Painting The Assumption Of The Virgin With A Surround Of Stuccoed Angels And Putti In Clouds, In St Maria In Vallicella",Joseph Wilton,n.d.-18thC,"Pencil, brown pen and ink and sepia wash",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2153,806,"Two Sheets Of Studies For Sculptures Entitled 'Supplication', 'Charity','Figures For Lunette' ,'Figure Procession' And Waters Of Forgetfulness'",Henry Moore,1920,Pencil,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2154,0,Study For The Sculpture The Swimmer,Leon Underwood,1925,Black and brown chalk,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2155,0,"Design for the funerary monument to William Douglas, 3rd Duke of Hamilton and Anne, Duchess of Hamilton and Chatelherault, for Hamilton Church, Lanarkshire, Scotland","John Nost (or van Nost) the Elder (Mechelen, Belgium 1677?-1710 London)",1695,Brown pen and ink and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2156,0,Design For A Funerary Monument To An Unidentified Anglican Bishop,Peter Scheemakers the Younger,n.d.-18thC,"Pencil, grey pen and ink and grey wash.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2157,0,Design For An Unidentified Funerary Monument,John Bacon the Elder (London 1740-1799),n.d.-18thC,Black pen and ink and sepia wash,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2158,0,"Eight Designs For Funerary Monuments,Including One Commemorating Margaret Colston (Died 2 December 1812)",Henry Wood,n.d.-19thC,"Pencil, black pen and ink and coloured wash.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2159,0,Briseis Restored To Achilles (After Peter Paul Rubens),John Michael Rysbrack,n.d.-17thC,Brown pen and ink and brown wash heightened with body colour.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2160,0,Study For The Sculpture Cupid And Psyche,John Gibson,c1844,Brown pen and ink and brown wash heightened with white pen and ink.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2161,0,Perdita And Florizel,William Frederick Woodington,undated-c1832,Pencil,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2162,0,Study For The King Of The Rainy Country,Jacob Epstein,1936-1938,"for the illustrated English edition of Charles Baudelaire's The Flowers of Evil, 1940, p. 129. Pencil.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2163,0,Fenestration Of The Ear - The Lamp,Barbara Hepworth,1948,Oil and pencil on board.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2164,0,Talisman/The Steel Knife Of Her Grandmother,Rose Garrard,1988,Acrylic and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2165,0,Studies Of Eight Female Figures Strolling.,John Flaxman,undated-c1787-1794,"Brown pen and ink, red wax.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2166,0,First Study For The Sculpture The Mower,William Hamo Thornycroft,1882,Pencil.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2167,0,"Second Study For The Agriculture Panel On The Institute Of Chartered Accountants' Building, London",William Hamo Thornycroft,1890,"Black, white and orange chalk.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2168,0,Two Studies Ofnan Condron Reclining,Jacob Epstein,c1911,Black chalk,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2169,0,Study Of A Nude Female Seated,Eric Gill,1927,Pencil and sanguine chalk.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2170,806,"Study Of The Sculptor's Wife, Irina Seated",Henry Moore,1935,Grey pen and ink and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2171,0,Miniature Soft Drum Set,Claes Oldenburg,1969,"Serigraph on canvas, washline, wood, spray enamel, wood covered with serigraphed paper.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2172,0,Three Figures In A Setting,Kenneth Armitage,1974,Charcoal and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2173,777,Untitled,Anthony Gormley,1985,Oil and charcoal,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2174,0,Abstract Composition No. 1,Lawrence Atkinson,c1914-1918,"Pencil, gouache, watercolour and collage.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2175,806,Pendant,Henry Moore,1923,"Enamel on copper, wire.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2176,0,"Two Studies Of Rima For The William Henry Hudson Memorial, Hyde Park, London",Jacob Epstein,c1920,Pencil and watercolour.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2177,769,Two Gulls And A Fish,Eduardo Paolozzi,1946,Watercolour and gouache with collage.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2178,0,Three Drawings For Sculpture: Crab Theme,Bernard Meadows,1974-1975,Pencil and wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2179,0,Monet And The Hoschedes Ii,Ainsley Yule,1975,Pencil and yellow wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2180,0,An Unavoidable Choice,Carl Plackman,1982,"Charcoal, gouache and watercolour",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2181,0,Cross Beds,Jenny West,1983,"Pencil, gouache, watercolour and acrylic.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2182,779,Studies For Untitled (Terracotta),George Meyrick ,1983,Pencil on squared paper.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2183,0,Ebb & Flow,Yoko Terauchi,1988,"Red and blue pigment, stencil on boards, plywood.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2184,0,Conceptual Drawing For Between Two Institutions,Steven Willats,1987,Black pen and ink and Letraset.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2185,776,Drawing,Magdalena Jetelov‡,1991,Laser-soot on photograph printed on baret paper.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2186,778,Shield I,Edward Allington ,1991,Black pen and ink and white emulsion on a double sheet of ledger paper dated 1928.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2187,0,"Study For The Funerary Monument To Captain James Montagu In Westminster Abbey, London",John Flaxman,1798,Grey pen and ink and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
